"","google_knowledge_occupation","group","year","month","day","imie","nazwisko"
"1740","commentator","Media",2009,7,16,"Robert","Glennon"
"1741","screenwriter","Media",2009,7,2,"Robert","Kenner"
"1742","journalist","Media",2009,7,20,"Brian","Williams"
"1743","former united states secretary of energy","Politician",2009,7,21,"Steven","Chu"
"1744","actor","Acting",2009,7,22,"Kevin","Nealon"
"1745","sports columnist","Media",2009,7,23,"Sally","Jenkins"
"1746","commentator","Media",2009,7,27,"Bill","Kristol"
"1747","band","Musician",2009,7,28,"Spinal","Tap"
"1748","lawyer","Misc",2009,7,29,"John","R. Bolton"
"1749","screenwriter","Media",2009,7,30,"Judd","Apatow"
"1750","author","Media",2009,8,10,"Douglas","Brinkley"
"1751","economist","Academic",2009,8,11,"Austan","Goolsbee"
"1752","author","Media",2009,8,12,"Larry","Lawton (skit)[4] and Jeff Sharlet (interview)"
"1753","journalist","Media",2009,8,12,"Larry","Lawton (skit)[4] and Jeff Sharlet (interview)"
"1754","actress","Acting",2009,8,13,"Rachel","McAdams"
"1755","stand-up comedian","Comedy",2009,8,17,"David","Cross"
"1756","author","Media",2009,8,18,"Christopher","McDougall"
"1757","consultant","Political Aide",2009,8,19,"Tim","Gunn"
"1758","american politician","Politician",2009,8,20,"Betsy","McCaughey"
"1759","journalist","Media",2009,8,3,"Ronald","Kessler"
"1760","former us representative","Politician",2009,8,4,"Henry","Waxman (D-CA)"
"1761","actor","Acting",2009,8,5,"Paul","Giamatti"
"1762","swimmer","Athletics",2009,8,6,"Dara","Torres"
"1763","basketball player","Athletics",2009,9,14,"LeBron","James"
"1764","actor","Acting",2009,9,15,"Matt","Damon"
"1765","comedian","Comedy",2009,9,16,"Ricky","Gervais"
"1766","president","Politician",2009,9,17,"President","Bill Clinton"
"1767","academic","Academic",2009,9,22,"Vali","Nasr"
"1768","former governor of pennsylvania","Politician",2009,9,23,"Tom","Ridge"
"1769","former governor of illinois","Politician",2009,9,24,"Rod","Blagojevich"
"1770","professor","Academic",2009,9,28,"Bruce","Bueno de Mesquita"
"1771","former u.s. congressman","Politician",2009,9,29,"Ron","Paul"
"1772","writer","Media",2009,9,30,"Jon","Krakauer"
"1773","lawyer","Misc",2010,1,11,"John","Yoo"
"1774","editor","Media",2010,1,12,"Paul","Ingrassia"
"1775","musician","Musician",2010,1,13,"Ringo","Starr and The Ben Harper Band"
"1776","rock band","Musician",2010,1,13,"Ringo","Starr and The Ben Harper Band"
"1777","journalist","Media",2010,1,14,"Tom","Brokaw"
"1778","comptroller of the us","Government",2010,1,18,"David","M. Walker"
"1779","actor","Acting",2010,1,19,"Colin","Firth"
"1780","writer","Media",2010,1,20,"Jim","Wallis"
"1781","actress","Acting",2010,1,21,"Julie","Andrews"
"1782","busines magnate","Business",2010,1,25,"Bill","Gates"
"1783","us senator","Politician",2010,1,26,"Elizabeth","Warren"
"1784","journalist","Media",2010,1,27,"Ethan","Watters"
"1785","biographer","Media",2010,1,28,"Doris","Kearns Goodwin"
"1786","author","Media",2010,1,4,"Michael","Pollan"
"1787","film director","Media",2010,1,5,"George","Lucas"
"1788","military","Military",2010,1,6,"Michael","Mullen"
"1789","actress","Acting",2010,1,7,"Maggie","Gyllenhaal"
"1790","stunt perfomrer","Acting",2010,10,11,"Johnny","Knoxville"
"1791","former mjority leader","Politician",2010,10,12,"Eric","Cantor"
"1792","former us secretary of state","Politician",2010,10,13,"Condoleezza","Rice"
"1793","writer","Media",2010,10,14,"David","Rakoff"
"1794","economist","Academic",2010,10,25,"Austan","Goolsbee"
"1795","former united states senator","Politician",2010,10,26,"Ted","Kaufman"
"1796","president","Politician",2010,10,27,"President","Barack Obama"
"1797",NA,NA,2010,10,28,"none",NA
"1798","author","Media",2010,10,4,"Sam","Harris"
"1799","actor","Acting",2010,10,5,"Bruce","Willis"
"1800","writer","Media",2010,10,6,"Philip","Dray"
"1801","actress","Acting",2010,10,7,"Naomi","Watts"
"1802","stand-up comedian","Comedy",2010,11,1,"Zach","Galifianakis"
"1803","professional wrestler","Athletics",2010,11,10,"Mick","Foley"
"1804","actress","Acting",2010,11,11,"Rosario","Dawson"
"1805","track and field athlete","Athletics",2010,11,15,"Marion","Jones"
"1806","editor","Media",2010,11,16,"Bethany","McLean and Joe Nocera"
"1807","journalist","Media",2010,11,16,"Bethany","McLean and Joe Nocera"
"1808","rapper","Musician",2010,11,17,"Jay-Z",NA
"1809","lawyer","Misc",2010,11,18,"Philip","K. Howard"
"1810","historian","Academic",2010,11,2,"Michael","Beschloss"
"1811","actor","Acting",2010,11,29,"Judah","Friedlander"
"1812","television host","Media",2010,11,3,"Chris","Wallace"
"1813","author","Media",2010,11,30,"Susan","Casey"
"1814","humorist","Media",2010,11,4,"David","Sedaris"
"1815","former governor of texas","Politician",2010,11,8,"Rick","Perry"
"1816","actor","Acting",2010,11,9,"Harrison","Ford"
"1817","musician","Musician",2010,12,1,"Sting",NA
"1818","former british prime minister","Politician",2010,12,13,"Gordon","Brown"
"1819","comedian","Comedy",2010,12,14,"Ricky","Gervais"
"1820","actor","Acting",2010,12,15,"Paul","Rudd"
"1821","former governor of arkansas","Politician",2010,12,16,"Mike","Huckabee"
"1822","author","Media",2010,12,2,"Stacy","Schiff"
"1823","military officer","Military",2010,12,6,"Hugh","Shelton"
"1824","actor","Acting",2010,12,7,"Seth","Green"
"1825","actress","Acting",2010,12,8,"Michelle","Williams"
"1826","writer","Media",2010,12,9,"Edmund","Morris"
"1827","economist","Academic",2010,2,1,"Austan","Goolsbee"
"1828","baseball player","Athletics",2010,2,10,"Willie","Mays"
"1829","actor","Acting",2010,2,11,"Lee","Daniels"
"1830","journalist","Media",2010,2,2,"Brian","Williams"
"1831","comedian","Comedy",2010,2,22,"Ricky","Gervais"
"1832","comedian","Comedy",2010,2,23,"Jeff","Garlin"
"1833","actor","Acting",2010,2,24,"Tracy","Morgan"
"1834","us representative","Politician",2010,2,25,"Rep.","James Clyburn"
"1835","surgeon","Science",2010,2,3,"Atul","Gawande"
"1836","former us representative","Politician",2010,2,4,"Anthony","Weiner"
"1837","investment banker","Business",2010,2,8,"Jenny","Sanford"
"1838","former u.s. representative","Politician",2010,2,9,"Newt","Gingrich"
"1839","astrophysicist","Science",2010,3,1,"Neil","DeGrasse Tyson"
"1840","comedian","Comedy",2010,3,10,"Jerry","Seinfeld"
"1841","journalist","Media",2010,3,11,"Eamon","Javers"
"1842","author","Media",2010,3,15,"Michael","Lewis"
"1843","actor","Acting",2010,3,16,"Jude","Law"
"1844","actor","Acting",2010,3,17,"Snoop","Dogg"
"1845","former governor of washington","Politician",2010,3,18,"Gary","Locke"
"1846","actor","Acting",2010,3,2,"Robert","Pattinson"
"1847","actor","Acting",2010,3,29,"Ben","Stiller"
"1848","writer","Media",2010,3,3,"Lynne","Olson"
"1849","actor","Acting",2010,3,30,"Robin","Williams"
"1850","journalist","Media",2010,3,31,"Roxana","Saberi"
"1851","actor","Acting",2010,3,4,"Scott","Patterson"
"1852","accountant","Misc",2010,3,8,"Harry","Markopolos"
"1853","author","Media",2010,3,9,"Marc","Thiessen"
"1854","television host","Media",2010,4,1,"Liz","Claman"
"1855","actor","Acting",2010,4,12,"Bryan","Cranston"
"1856","television host","Media",2010,4,13,"Rachel","Maddow"
"1857","diplomat","Government",2010,4,14,"Richard","Burt"
"1858","actor","Acting",2010,4,15,"Tracy","Morgan"
"1859","us representative","Politician",2010,4,19,"John","Dingell"
"1860","author","Media",2010,4,20,"John","M. O'Hara"
"1861","author","Media",2010,4,21,"Fred","Pearce"
"1862","actress","Acting",2010,4,22,"Zoe","Saldana"
"1863","epa administrator","Government",2010,4,26,"Lisa","P. Jackson"
"1864","author","Media",2010,4,27,"Richard","Whittle"
"1865","former mayor of cincinnati","Politician",2010,4,28,"Ken","Blackwell"
"1866","actor","Acting",2010,4,29,"Michael","Caine"
"1867","professor","Academic",2010,4,5,"Reza","Aslan"
"1868","author","Media",2010,4,6,"Captain","Richard Phillips"
"1869","actor","Acting",2010,4,7,"Steve","Carell"
"1870","journalist","Media",2010,4,8,"David","Remnick"
"1871","historian","Academic",2010,5,10,"Jack","Rakove"
"1872","journalist","Media",2010,5,11,"Sebastian","Junger"
"1873","director","Media",2010,5,12,"Michael","Patrick King"
"1874","political scientist","Consultant",2010,5,13,"Ian","Bremmer"
"1875","journalist","Media",2010,5,3,"Jonathan","Eig"
"1876","former first lady of the united states","Politician",2010,5,4,"Rosalynn","Carter"
"1877","editor","Media",2010,5,5,"Jon","Meacham"
"1878","chef","Misc",2010,5,6,"Mario","Batali"
"1879","aei president","Advocacy",2010,6,1,"Arthur","C. Brooks"
"1880","former governor of minnesota","Politician",2010,6,10,"Tim","Pawlenty"
"1881","actress","Acting",2010,6,14,"Betty","White"
"1882","professor","Academic",2010,6,15,"James","M. Tabor"
"1883","comedian","Comedy",2010,6,16,"Louis","C.K."
"1884","former us senator","Politician",2010,6,17,"Fred","Thompson"
"1885","actor","Acting",2010,6,2,"Morgan","Freeman"
"1886","film director","Media",2010,6,21,"Josh","Fox"
"1887","actress","Acting",2010,6,22,"Cameron","Diaz"
"1888","physician","Science",2010,6,23,"Dr.","Connie Mariano"
"1889","actor","Acting",2010,6,24,"Adam","Sandler and Chris Rock"
"1890","comedian","Comedy",2010,6,24,"Adam","Sandler and Chris Rock"
"1891","former senior advisor to the presidnet","Political Aide",2010,6,28,"David","Axelrod"
"1892","actor","Acting",2010,6,29,"Helen","Mirren"
"1893","actor","Acting",2010,6,3,"Jonah","Hill"
"1894","soccer player","Athletics",2010,6,30,"Landon","Donovan and Bob Bradley"
"1895","soccer manager","Athletics",2010,6,30,"Landon","Donovan and Bob Bradley"
"1896","actor","Acting",2010,6,7,"John","C. Reilly"
"1897","author","Media",2010,6,8,"Christopher","Hitchens"
"1898","geneticist","Academic",2010,6,9,"Spencer","Wells"
"1899","author","Media",2010,7,1,"Jere","Van Dyk"
"1900","author","Media",2010,7,26,"William","Rosen"
"1901","journalist","Media",2010,7,27,"Fareed","Zakaria"
"1902","writer","Media",2010,7,28,"Robert","O'Connell"
"1903","actor","Acting",2010,7,29,"Liev","Schreiber"
"1904","actor","Acting",2010,7,5,"Denis","Leary"
"1905","actress","Acting",2010,7,6,"Julianne","Moore"
"1906","writer","Media",2010,7,7,"Daniel","Okrent"
"1907","novelist","Media",2010,7,8,"Marilynne","Robinson"
"1908","actor","Acting",2010,8,10,"Jason","Bateman"
"1909","actress","Acting",2010,8,11,"Laura","Linney"
"1910","rock band","Musician",2010,8,12,"Arcade","Fire"
"1911","actress","Acting",2010,8,16,"Emma","Thompson"
"1912","former us representative","Politician",2010,8,17,"Dick","Armey"
"1913","author","Media",2010,8,18,"Edward","P. Kohn"
"1914","actress","Acting",2010,8,19,"Jennifer","Aniston"
"1915","author","Media",2010,8,2,"Mary","Roach"
"1916","former governor of illinois","Politician",2010,8,23,"Rod","Blagojevich"
"1917","journalist","Media",2010,8,24,"Brian","Williams"
"1918","actress","Acting",2010,8,25,"Drew","Barrymore"
"1919","former mayor of new york city","Politician",2010,8,26,"Michael","Bloomberg"
"1920","actor","Acting",2010,8,3,"Will","Ferrell (The interview also featured Rob Riggle"
"1921","journalist","Media",2010,8,4,"Bruce","B. Henderson"
"1922","university professor","Academic",2010,8,5,"Akbar","Ahmed"
"1923","actor","Acting",2010,9,13,"Ben","Affleck"
"1924","former british prime minister","Politician",2010,9,14,"Tony","Blair"
"1925","actor","Acting",2010,9,15,"Jon","Hamm"
"1926","president","Politician",2010,9,16,"President","Bill Clinton"
"1927","presidnet","Politician",2010,9,20,"President","Jimmy Carter"
"1928","actress","Acting",2010,9,21,"Sigourney","Weaver"
"1929","actor","Acting",2010,9,22,"Edward","Norton"
"1930","king","Politician",2010,9,23,"H.M.","Abdullah II"
"1931","television host","Media",2010,9,27,"Bill","O'Reilly"
"1932","author","Media",2010,9,28,"Arianna","Huffington"
"1933","journalist","Media",2010,9,29,"Linda","Polman"
"1934","singer-songwriter","Musician",2010,9,30,"Justin","Timberlake"
"1935","consultant","Political Aide",2010,9,7,"Tim","Gunn"
"1936","united states senator","Politician",2010,9,8,"Tim","Kaine"
"1937","columnist","Media",2010,9,9,"Meghan","McCain"
"1938","actor","Acting",2011,1,10,"Denis","Leary"
"1939","actor","Acting",2011,1,11,"Colin","Firth"
"1940","former governor of minnesota","Politician",2011,1,12,"Tim","Pawlenty"
"1941","film director","Media",2011,1,13,"Ron","Howard"
"1942","broadcaster","Media",2011,1,17,"Peter","Bergen"
"1943","astrophysicist","Science",2011,1,18,"Neil","deGrasse Tyson"
"1944","baseball player","Athletics",2011,1,19,"Paul","Clemens"
"1945","political satirist","Media",2011,1,20,"Kambiz","Hosseini and Saman Arbabi"
"1946","journalist","Media",2011,1,20,"Kambiz","Hosseini and Saman Arbabi"
"1947","author","Media",2011,1,24,"Anand","Giridharadas"
"1948","actor","Acting",2011,1,25,"James","Franco"
"1949","journalist","Media",2011,1,26,"Jonathan","Alter"
"1950","business magnate","Business",2011,1,27,"T.","Boone Pickens"
"1951","actor","Acting",2011,1,3,"Paul","Giamatti"
"1952","busines magnate","Business",2011,1,31,"Bill","Gates"
"1953","united states senator","Politician",2011,1,4,"Kirsten","Gillibrand"
"1954","internet entrepreneur","Business",2011,1,5,"Jimmy","Wales"
"1955","stand-up comedian","Comedy",2011,1,6,"Patton","Oswalt"
"1956","journalist","Media",2011,10,17,"Ellen","Schultz"
"1957","journalist","Media",2011,10,18,"Calvin","Trillin"
"1958","minister","Clergy",2011,10,19,"Al","Sharpton"
"1959","journalist","Media",2011,10,20,"Richard","Brookhiser"
"1960","puppeteer","Media",2011,10,24,"Kevin","Clash"
"1961","writer","Media",2011,10,25,"Walter","Isaacson"
"1962","physicist","Science",2011,10,26,"Lisa","Randall"
"1963","legal analyst","Misc",2011,10,27,"Andrew","Napolitano"
"1964","journalist","Media",2011,10,3,"Thomas","Friedman"
"1965","actress","Acting",2011,10,31,"Mindy","Kaling"
"1966","author","Media",2011,10,4,"Michael","Lewis"
"1967","actor","Acting",2011,10,5,"Hugh","Jackman"
"1968","actor","Acting",2011,10,6,"Jason","Sudeikis"
"1969","former us secretary of state","Politician",2011,11,1,"Condoleezza","Rice"
"1970","actor","Acting",2011,11,10,"Adam","Sandler"
"1971","peace activist","Advocacy",2011,11,14,"Leymah","Gbowee"
"1972","astronaut","Science",2011,11,15,"Mark","Kelly"
"1973","film actress","Acting",2011,11,16,"Diane","Keaton"
"1974","director","Media",2011,11,17,"Martin","Scorsese"
"1975","journalist","Media",2011,11,2,"Tom","Brokaw"
"1976","author","Media",2011,11,28,"Merrill","Markoe"
"1977","actress","Acting",2011,11,29,"Betty","White"
"1978","singer-songwriter","Musician",2011,11,3,"Brad","Paisley"
"1979","singer-songwriter","Musician",2011,11,30,"Bono",NA
"1980","actor","Acting",2011,11,7,"Clint","Eastwood"
"1981","us president","Politician",2011,11,8,"Bill","Clinton"
"1982","minority leader of the united states house of representatives","Politician",2011,11,9,"Nancy","Pelosi"
"1983","sportscaster","Media",2011,12,1,"Bob","Costas"
"1984","chef","Misc",2011,12,12,"Anne","Burrell"
"1985","academic","Academic",2011,12,13,"Lawrence","Lessig"
"1986","us official","Government",2011,12,14,"Melody","Barnes"
"1987","actor","Acting",2011,12,15,"Matt","Damon"
"1988","photojournalist","Media",2011,12,5,"Ben","Lowy"
"1989","actor","Acting",2011,12,6,"Jonah","Hill"
"1990","actor","Acting",2011,12,7,"Ralph","Fiennes"
"1991","political figure","Politician",2011,12,8,"Ed","Gillespie"
"1992","former lieutenant governor of maryland","Politician",2011,2,1,"Michael","Steele"
"1993","economist","Academic",2011,2,14,"Edward","Glaeser"
"1994","actress","Acting",2011,2,15,"January","Jones"
"1995","journalist","Media",2011,2,16,"Brian","Williams"
"1996","political figure","Politician",2011,2,17,"Ed","Gillespie"
"1997","actor","Acting",2011,2,2,"Matthew","Perry"
"1998","journalist","Media",2011,2,21,"Lisa","Ling"
"1999","journalist","Media",2011,2,22,"Anderson","Cooper"
"2000","former secretary of defense","Politician",2011,2,23,"Donald","Rumsfeld"
"2001","economist","Academic",2011,2,24,"Austan","Goolsbee"
"2002","radio personality","Media",2011,2,28,"Howard","Stern"
"2003","admiral","Military",2011,2,3,"Admiral","Michael Mullen"
"2004","prince","Politician",2011,3,1,"Prince","Zeid Ra'ad"
"2005","actor","Acting",2011,3,10,"Trey","Parker & Matt Stone"
"2006","actor","Acting",2011,3,10,"Trey","Parker & Matt Stone"
"2007","professor","Academic",2011,3,2,"Allison","Stanger"
"2008","author","Media",2011,3,21,"Sarah","Vowell"
"2009","author","Media",2011,3,22,"T.J.","English"
"2010","comedian","Comedy",2011,3,23,"Richard","Lewis"
"2011","news anchor","media",2011,3,24,"Bret","Baier"
"2012","professor","Academic",2011,3,28,"Dr.","Mansour El-Kikhia[4]"
"2013","physician","Science",2011,3,29,"Dr.","Miguel Angelo Laporta Nicolelis[6]"
"2014","historian","Academic",2011,3,3,"Diane","Ravitch"
"2015","actor","Acting",2011,3,30,"Jake","Gyllenhaal[8]"
"2016","stand-up comedian","Comedy",2011,3,31,"Norm","Macdonald[10]"
"2017","united states senate member","Politician",2011,3,7,"Rand","Paul"
"2018","author","Media",2011,3,8,"Brian","Christian"
"2019","film actor","Acting",2011,3,9,"Aaron","Eckhart"
"2020","rock band","Musician",2011,4,11,"Foo","Fighters"
"2021","former governor of massachusetts","Politician",2011,4,12,"Deval","Patrick"
"2022","actor","Acting",2011,4,13,"Tracy","Morgan"
"2023","comedian","Comedy",2011,4,14,"Ricky","Gervais"
"2024","journalist","Media",2011,4,25,"Gigi","Ibrahim"
"2025","us senator","Politician",2011,4,26,"Elizabeth","Warren"
"2026","us senator","Politician",2011,4,27,"Bernie","Sanders"
"2027","writer","Media",2011,4,28,"William","Cohan"
"2028","actor","Acting",2011,4,4,"Billy","Crystal"
"2029","stand-up comedian","Comedy",2011,4,5,"Colin","Quinn"
"2030","former governor of arkansas","Politician",2011,4,6,"Mike","Huckabee"
"2031","celbrity chef","Misc",2011,4,7,"Jamie","Oliver"
"2032","actor","Acting",2011,5,10,"Will","Ferrell"
"2033","actor","Acting",2011,5,11,"Albert","Brooks"
"2034","actress","Acting",2011,5,12,"Kristen","Wiig"
"2035","journalist","Media",2011,5,16,"Jon","Ronson"
"2036","journalist","Media",2011,5,17,"Annie","Jacobsen"
"2037","historian","Academic",2011,5,18,"Richard","Beeman"
"2038","epa administrator","Government",2011,5,19,"Lisa","P. Jackson"
"2039","lawyer","Misc",2011,5,2,"Philip","K. Howard"
"2040","television host","Media",2011,5,3,"Rachel","Maddow"
"2041","comedian","Comedy",2011,5,31,"Jimmy","Fallon[12]"
"2042","author","Media",2011,5,4,"David","Barton"
"2043","editor","Media",2011,5,5,"Jon","Meacham"
"2044","actress","Acting",2011,5,9,"Keira","Knightley"
"2045","former white house press secretary","Political Aide",2011,6,1,"Bill","Moyers"
"2046","journalist","Media",2011,6,13,"Alex","Prud'homme"
"2047","director","Media",2011,6,14,"J.J.","Abrams"
"2048","actor","Acting",2011,6,15,"Trey","Parker & Matt Stone"
"2049","actor","Acting",2011,6,15,"Trey","Parker & Matt Stone"
"2050","american football quarterback","Athletics",2011,6,2,"Tim","Tebow"
"2051","former mayor of new orleans","Politician",2011,6,20,"Ray","Nagin"
"2052","actress","Acting",2011,6,21,"Cameron","Diaz"
"2053","professor","Academic",2011,6,22,"Mitchell","Zuckoff"
"2054","journalist","Media",2011,6,23,"Bruce","Headlam"
"2055","actress","Acting",2011,6,27,"Jennifer","Aniston"
"2056","comedian","Comedy",2011,6,28,"Louis","C.K."
"2057","actor","Acting",2011,6,29,"Tom","Hanks"
"2058","commentator","Media",2011,6,30,"Bill","Kristol"
"2059","journalist","Media",2011,6,6,"Maziar","Bahari"
"2060","journalist","Media",2011,6,7,"Fareed","Zakaria"
"2061","television host","Media",2011,6,8,"Larry","King"
"2062","biographer","Media",2011,6,9,"Howard","Wasdin"
"2063","actor","Acting",2011,7,11,"Denis","Leary"
"2064","singer","Musician",2011,7,12,"Kid","Rock"
"2065","economist","Academic",2011,7,13,"Matthew","Richardson"
"2066","military","Military",2011,7,14,"Leroy","Petry"
"2067","actor","Acting",2011,7,18,"Daniel","Radcliffe"
"2068","former president of pakistan","Politician",2011,7,19,"Pervez","Musharraf"
"2069","actor","Acting",2011,7,20,"Steve","Carell"
"2070","author","Media",2011,7,21,"Scott","Miller"
"2071","actor","Acting",2011,7,25,"Neil","Patrick Harris"
"2072","journalist","Media",2011,7,26,"Juan","Williams"
"2073","film actress","Acting",2011,7,27,"Rachel","Weisz"
"2074","diplomat","Government",2011,7,28,"Peter","Tomsen"
"2075","actress","Acting",2011,8,1,"Freida","Pinto"
"2076","lawyer","Misc",2011,8,10,"John","Coffee"
"2077","journalist","Media",2011,8,11,"Michael","Wallis"
"2078","television host","Media",2011,8,15,"Ali","Velshi"
"2079","actor","Acting",2011,8,16,"Matt","Long"
"2080","former lieutenant governor of maryland","Politician",2011,8,17,"Michael","Steele"
"2081","actress","Acting",2011,8,18,"Anne","Hathaway"
"2082","actor","Acting",2011,8,2,"Jason","Bateman"
"2083","economist","Academic",2011,8,3,"Austan","Goolsbee"
"2084","us senator","Politician",2011,8,4,"Dick","Durbin"
"2085","author","Media",2011,8,8,"Mark","Adams"
"2086","journalist","Media",2011,8,9,"Jay","Bahadur"
"2087","admiral","Military",2011,9,12,"Admiral","Michael Mullen"
"2088","journalist","Media",2011,9,13,"Jim","Lehrer"
"2089","hip-hop artist","Musician",2011,9,14,"Common",NA
"2090","author","Media",2011,9,15,"Caroline","Kennedy"
"2091","journalist","Media",2011,9,20,"Ron","Suskind"
"2092","former governor of indiana","Politician",2011,9,21,"Mitch","Daniels"
"2093","former governor of michigan","Politician",2011,9,22,"Jennifer","Granholm"
"2094","former u.s. congressman","Politician",2011,9,26,"Ron","Paul"
"2095","actor","Acting",2011,9,27,"Seth","Rogen"
"2096","television host","Media",2011,9,28,"Bill","O'Reilly"
"2097","singer","Musician",2011,9,29,"Tony","Bennett"
"2098","former governor of louisiana","Politician",2011,9,6,"Buddy","Roemer"
"2099","neurosurgeon","Science",2011,9,7,"Dr.","Sanjay Gupta"
"2100","actress","Acting",2011,9,8,"Marion","Cotillard"
"2101","legal analyst","Misc",2012,1,10,"Andrew","Napolitano"
"2102","former us senator","Politician",2012,1,11,"Jim","DeMint"
"2103","singer-songwriter","Musician",2012,1,12,"Dolly","Parton"
"2104","correspondent","Media",2012,1,16,"Jodi","Kantor"
"2105","actor","Acting",2012,1,17,"Liam","Neeson"
"2106","journalist","Media",2012,1,18,"Joe","Nocera"
"2107","actress","Acting",2012,1,19,"Elizabeth","Banks"
"2108","former hhs secretary","Politician",2012,1,23,"Kathleen","Sebelius"
"2109","us senator","Politician",2012,1,24,"Elizabeth","Warren"
"2110","writer","Media",2012,1,25,"Paula","Broadwell"
"2111","actress","Acting",2012,1,26,"Tilda","Swinton"
"2112","basketball player","Athletics",2012,1,3,"Charles","Barkley"
"2113","television personality","Media",2012,1,30,"Lou","Dobbs"
"2114","professor","Academic",2012,1,31,"Jonathan","Macey"
"2115","historian","Academic",2012,1,4,"Elizabeth","Dowling Taylor"
"2116","author","Media",2012,1,5,"Craig","Shirley"
"2117","film director","Media",2012,1,9,"George","Lucas"
"2118","former governor of california","Politician",2012,10,1,"Arnold","Schwarzenegger"
"2119","basketball player","Athletics",2012,10,10,"Magic","Johnson"
"2120","film director","Media",2012,10,11,"Paul","Thomas Anderson"
"2121","author","Media",2012,10,15,"J.","K. Rowling"
"2122","author","Media",2012,10,16,"Eugene","Jarecki"
"2123","statistician","Media",2012,10,17,"Nate","Silver"
"2124","president","Politician",2012,10,18,"President","Barack Obama"
"2125","actor","Acting",2012,10,2,"Liam","Neeson"
"2126","actor","Acting",2012,10,22,"D.","L. Hughley"
"2127","actor","Acting",2012,10,23,"Gerard","Butler"
"2128","military","Military",2012,10,24,"Dakota","Meyer"
"2129","minority leader of the united states house of representatives","Politician",2012,10,25,"Nancy","Pelosi"
"2130","united states senate member","Politician",2012,10,3,"Rand","Paul"
"2131","journalist","Media",2012,10,31,"Jon","Ronson"
"2132","television host","Media",2012,10,4,"Bill","O'Reilly"
"2133","musician","Musician",2012,10,8,"Pete","Townshend"
"2134","actor","Acting",2012,10,9,"Ben","Affleck"
"2135","journalist","Media",2012,11,1,"Bob","Woodruff"
"2136","former governor of arkansas","Politician",2012,11,12,"Mike","Huckabee"
"2137","actor","Acting",2012,11,13,"Jason","Sudeikis"
"2138","editor","Media",2012,11,14,"Jon","Meacham"
"2139","legal analyst","Misc",2012,11,15,"Andrew","Napolitano"
"2140","author","Media",2012,11,26,"David","Nasaw"
"2141","business magnate","Business",2012,11,27,"Warren","Buffett and Carol Loomis"
"2142","journalist","Media",2012,11,27,"Warren","Buffett and Carol Loomis"
"2143","singer-songwriter","Musician",2012,11,28,"Neil","Young"
"2144","journalist","Media",2012,11,29,"Calvin","Trillin"
"2145","reporter","Media",2012,11,5,"Martha","Raddatz"
"2146",NA,NA,2012,11,6,"Election","Night: This Ends Now"
"2147","statistician","Media",2012,11,7,"Nate","Silver"
"2148","film director","Media",2012,11,8,"Katie","Dellamaggiore and Pobo Efekoro"
"2149","chess player","Misc",2012,11,8,"Katie","Dellamaggiore and Pobo Efekoro"
"2150","canon","Clergy",2012,12,10,"Bishop","Gene Robinson"
"2151","actress","Acting",2012,12,11,"Laura","Linney"
"2152","us senator","Politician",2012,12,12,"Cory","Booker"
"2153","actress","Acting",2012,12,13,"Kristen","Stewart"
"2154","actor","Acting",2012,12,3,"Denis","Leary"
"2155","baseball player","Athletics",2012,12,4,"R.A.","Dickey"
"2156","former us senator","Politician",2012,12,5,"Alan","Simpson"
"2157","governor of new jersey","Politician",2012,12,6,"Chris","Christie"
"2158","actor","Acting",2012,2,1,"Brad","Pitt"
"2159","journalist","Media",2012,2,1,"Masha","Gessen"
"2160","fbi agent","Government",2012,2,13,"Ali","Soufan"
"2161","comedian","Comedy",2012,2,14,"Ricky","Gervais"
"2162","us representative","Politician",2012,2,15,"Louise","Slaughter"
"2163","us secetary of education","Politician",2012,2,16,"Arne","Duncan"
"2164","author","Media",2012,2,2,"David","Agus"
"2165","author","Media",2012,2,20,"Alan","Huffman & Michael Rejebian"
"2166","author","Media",2012,2,20,"Alan","Huffman & Michael Rejebian"
"2167","former u.s. senator","Politician",2012,2,21,"Russ","Feingold"
"2168","historian","Academic",2012,2,22,"Bruce","Bartlett"
"2169","actor","Acting",2012,2,23,"Paul","Rudd"
"2170","astrophysicist","Science",2012,2,27,"Neil","deGrasse Tyson"
"2171","writer","Media",2012,2,28,"Stephen","Merchant"
"2172","professor","Academic",2012,3,1,"M.","Cathleen Kaveny"
"2173","political advocate","Advocacy",2012,3,12,"Grover","Norquist"
"2174","actor","Acting",2012,3,13,"Will","Ferrell"
"2175","film actress","Acting",2012,3,14,"Rachel","Weisz"
"2176",NA,NA,2012,3,15,"None",NA
"2177","basketball player","Athletics",2012,3,26,"Shaquille","O'Neal"
"2178","journalist","Media",2012,3,27,"Maria","Goodavage"
"2179","journalist","Media",2012,3,28,"Ahmed","Rashid"
"2180","television host","Media",2012,3,29,"Rachel","Maddow"
"2181","united states secretary of housing and urban development","Politician",2012,3,5,"Shaun","Donovan"
"2182","actress","Acting",2012,3,6,"Julianne","Moore"
"2183","activist","Advocacy",2012,3,7,"Cecile","Richards"
"2184","author","Media",2012,3,8,"Trita","Parsi"
"2185","business magnate","Business",2012,4,10,"Elon","Musk"
"2186","comedian","Comedy",2012,4,11,"Ricky","Gervais"
"2187","bassist","Musician",2012,4,12,"Esperanza","Spalding"
"2188","primatologist","Science",2012,4,16,"Jane","Goodall"
